"actor1geo_countrycode","actor2geo_countrycode","cnt"
"IN","GM","7198"
"TH","RP","7185"
"UZ","KG","7174"
"AE","IN","7168"
"VM","ID","7166"
"","DJ","7165"
"AE","IR","7158"
"GM","HU","7152"
"IT","SY","7139"
"GR","BU","7136"
"BL","US","7135"
"IS","SF","7125"
"HR","BK","7124"
"","MJ","7112"
"SU","LY","7099"
"SO","UK","7091"
"SP","PO","7074"
"FJ","AS","7072"
"MY","VM","7070"
"MC","","7065"
"KG","UZ","7051"
"UK","TH","7051"
"IS","AS","7042"
"UP","UK","7035"
"IN","AE","7034"
"EZ","HU","7011"
"KN","IR","7010"
"KE","CH","7005"
"RS","RI","7003"
"BA","QA","6999"
"AR","CI","6990"
"FR","MO","6982"
"SA","AF","6967"
"US","BU","6964"
"US","CY","6954"
"CI","AR","6952"
"MO","SP","6949"
"VM","MY","6946"
"BU","GR","6944"
"","UY","6937"
"AS","CE","6934"
"HU","EZ","6923"
"MO","FR","6920"
"PO","UK","6912"
"UP","MD","6911"
"TO","","6904"
"LE","UK","6900"
"SW","RS","6899"
"YM","EG","6888"
"MD","UP","6882"
"SY","AS","6880"
"PO","SP","6877"
"UK","PO","6861"
"LI","SL","6841"
"IR","AE","6826"
"CH","KE","6805"
"KZ","IR","6804"
"AE","EG","6791"
"BU","US","6788"
"KZ","US","6781"
"US","KZ","6768"
"ZI","ZA","6763"
"TU","LY","6757"
"UP","BE","6755"
"VM","KS","6751"
"AS","PP","6747"
"UZ","CH","6736"
"IZ","JA","6736"
"SY","IT","6734"
"CH","UZ","6728"
"LY","AG","6723"
"CH","IZ","6711"
"GM","SW","6711"
"UK","SU","6710"
"IR","KN","6703"
"PP","AS","6701"
"NI","LI","6691"
"IR","BA","6683"
"AU","FR","6655"
"LY","TU","6651"
"","TT","6650"
"RI","RS","6648"
"IR","KZ","6638"
"RS","SW","6635"
"KU","BA","6634"
"CH","TI","6629"
"SN","RP","6628"
"BE","SY","6612"
"KS","VM","6610"
"SL","LI","6605"
"CA","UP","6602"
"QA","SU","6601"
"BA","IR","6601"
"BP","","6589"
"SW","GM","6579"
"US","AG","6575"
"","OC","6568"
"QA","BA","6541"
"SF","KE","6536"
"SP","IS","6534"
"RP","SN","6532"
"MN","","6530"
"AF","SA","6516"
"DA","UK","6513"
"RP","CA","6509"
"YM","UK","6507"
"","UV","6506"
"US","RB","6501"
"FR","AU","6501"
"DA","SW","6496"
"KZ","AJ","6496"
"US","AL","6493"
"CY","US","6490"
"SW","NO","6486"
"LG","LH","6479"
"NO","SW","6472"
"MR","","6470"
"MY","BX","6463"
"LH","LG","6460"
"ZA","ZI","6447"
"CE","AS","6444"
"CA","RP","6440"
"EG","AE","6439"
"LE","RS","6435"
"UK","DA","6432"
"KZ","UZ","6429"
"RW","BY","6428"
"SW","DA","6423"
"RS","LE","6400"
"BY","RW","6398"
"AJ","KZ","6394"
"GR","AL","6392"
"TI","CH","6386"
"IT","AS","6381"
"SY","BE","6378"
"FR","SF","6378"
"KE","SF","6364"
"AS","IT","6361"
"SF","FR","6360"
"UK","CY","6355"
"IZ","CH","6352"
"OS","RS","6337"
"UZ","KZ","6326"
"IT","JA","6322"
"SN","VM","6316"
"US","HR","6306"
"SU","QA","6299"
"ZI","CH","6287"
"BA","KU","6287"
"BX","MY","6286"
"","VT","6283"
"SN","IN","6271"
"RS","JO","6259"
"JA","IT","6257"
"EN","LG","6232"
"AS","SF","6222"
"KU","SY","6215"
"CY","UK","6208"
"AU","HU","6207"
"AS","KS","6201"
"VM","SN","6200"
"EG","GZ","6183"
"TI","UZ","6174"
"RB","US","6167"
"AL","GR","6167"
"SZ","IS","6165"
"SP","CH","6159"
"BU","MK","6159"
"CH","ZI","6150"
"UK","BG","6145"
"LG","EN","6143"
"RS","OS","6140"
"GZ","EG","6122"
"IS","SP","6120"
"AL","US","6119"
"UK","SN","6119"
"JO","RS","6119"
"SU","ER","6118"
"IT","AL","6111"
"IR","VE","6110"
"UK","QA","6109"
"AG","US","6109"
"HR","US","6099"
"IN","SN","6096"
"","CJ","6076"
"LI","NI","6075"
"BE","CH","6074"
"RS","SF","6065"
"PL","IS","6064"
"DJ","SO","6060"
"SF","AS","6059"
"SA","NI","6058"
"KS","AS","6052"
"GM","PK","6041"
"HU","AU","6041"
"SF","RS","6039"
"IS","CY","6039"
"VE","IR","6037"
"UZ","TI","6031"
"GL","","6028"
"AE","BA","6015"
"KE","RW","6013"
"US","BX","6009"
"KZ","BO","6007"
"IN","TH","6003"
"","MP","5998"
"BG","UK","5997"
"CA","IZ","5991"
"UK","GH","5991"
"AY","","5984"
"CY","IS","5962"
"BO","KZ","5954"
"NL","RS","5952"
"IT","IZ","5948"
"GH","UK","5944"
"AG","MO","5938"
"TZ","RW","5936"
"ER","SU","5935"
"BX","US","5928"
"AU","UK","5927"
"CA","IR","5926"
"BE","IS","5918"
"MO","AG","5917"
"PK","IS","5915"
"SU","UK","5914"
"RW","KE","5906"
"RW","TZ","5898"
"JA","AF","5894"
"UZ","AF","5890"
"IS","PL","5885"
"IT","PL","5884"
"CH","SP","5881"
"FI","SW","5880"
"TH","IN","5871"
"IN","MY","5868"
"KS","RP","5866"
"SN","UK","5866"
"IZ","IT","5851"
"SY","YM","5841"
"FR","TS","5839"
"JA","PK","5836"
"IS","SZ","5819"
"US","SL","5813"
"FR","AJ","5806"
"RS","NL","5803"
"RP","KS","5795"
"UP","CA","5794"
"MK","BU","5793"
"TU","NL","5789"
"US","FI","5788"
"MX","CO","5782"
"SO","DJ","5778"
"QA","AF","5777"
"QA","UK","5764"
"CO","MX","5760"
"RP","RS","5758"
"AF","UZ","5755"
"UP","CH","5755"
"NL","TU","5750"
"RO","RS","5746"
"PK","GM","5728"
"RO","MD","5724"
"MY","IN","5724"
"US","AO","5721"
"SW","FI","5718"
"BR","FR","5710"
"US","HK","5706"
"AO","US","5700"
"IS","BE","5677"
"RS","RP","5656"
"AL","IT","5652"
"FR","BR","5648"
"PL","IT","5647"
"TU","UP","5639"
"YM","SY","5629"
"HK","US","5628"
"LH","PL","5628"
"AF","SY","5620"
"GR","CH","5618"
"RS","RO","5614"
"US","TS","5600"
"PK","JA","5579"
"CH","BE","5577"
"","MC","5575"
"BO","US","5571"
"UK","BA","5566"
"MY","BG","5566"
"SL","US","5565"
"AF","QA","5564"
"UP","TU","5554"
"US","BO","5547"
"JA","IS","5543"
"IR","CA","5543"
"TS","FR","5535"
"AJ","FR","5524"
"SY","KU","5515"
"FI","US","5515"
"CD","NI","5512"
"NI","SA","5504"
"CH","UP","5493"
"CY","RS","5491"
"KU","JO","5481"
"PK","IZ","5478"
"RS","CY","5477"
"IZ","LY","5474"
"BE","SP","5471"
"PL","LH","5465"
"MD","RO","5463"
"AS","EI","5461"
"BG","MY","5459"
"LO","HU","5458"
"SF","SU","5446"
"NI","CD","5445"
"","PA","5443"
"PO","AO","5439"
"ID","BX","5436"
"UK","AU","5436"
"TS","IS","5433"
"SY","AF","5431"
"BC","SF","5418"
"KZ","TI","5412"
"TN","","5411"
"UK","UG","5411"
"PK","NP","5378"
"IN","IT","5358"
"FR","JO","5358"
"BR","MX","5357"
"IS","JA","5357"
"IS","PK","5355"
"BG","BM","5353"
"NL","CH","5348"
"UK","KU","5345"
"QA","IZ","5344"
"MX","BR","5344"
"JO","KU","5341"
"AG","TS","5337"
"US","RW","5335"
"CH","GR","5327"
"IZ","PK","5326"
"BM","BG","5324"
"AO","PO","5322"
"KS","IR","5320"
"LY","IZ","5313"
"SF","BC","5309"
"TI","KZ","5305"
"KS","ID","5301"
"IT","IN","5297"
"KU","UK","5294"
"GM","EI","5286"
"BR","VE","5286"
"UK","RO","5284"
"ID","KS","5283"
"YM","SO","5272"
"UK","BR","5265"
"TU","SO","5265"
"YI","","5264"
"TS","AG","5260"
"JO","IR","5241"
"IT","AF","5239"
"VQ","","5239"
"TX","AF","5232"
"AG","ML","5226"
"EI","AS","5218"
"BX","ID","5214"
"RS","BR","5214"
"HU","LO","5214"
"NZ","FJ","5209"
"UK","RP","5200"
"BR","CI","5200"
"SP","BE","5197"
"HK","UK","5195"
"CA","PK","5193"
"TS","US","5184"
"EI","GM","5182"
"","LT","5180"
"GM","NI","5177"
"EG","BA","5176"
"AS","GH","5172"
"AF","TX","5164"
"CI","PE","5161"
"UG","UK","5159"
"UK","BM","5154"
"WE","JO","5153"
"BR","UK","5150"
"UP","AJ","5141"
"MX","UK","5139"
"IZ","CA","5134"
"BO","CH","5133"
"SA","SU","5129"
"CH","NL","5125"
"GB","","5121"
"BR","CO","5114"
"GH","AS","5112"
"BR","RS","5104"
"RO","UK","5102"
"VE","BR","5098"
"WA","AO","5094"
"SO","YM","5084"
"ZA","AO","5079"
"HR","RI","5076"
"BA","EG","5069"
"JA","CE","5064"
"AO","WA","5059"
"SU","SF","5056"
"JO","WE","5056"
"","MN","5048"
"IR","JO","5044"
"IT","SZ","5035"
"SA","MU","5034"
"US","GJ","5032"
"CA","CU","5030"
"CO","BR","5028"
"AC","","5027"
"ID","UK","5027"
"UK","HK","5024"
"CU","CA","5023"
"RW","US","5021"
"SU","SA","5021"
"RP","UK","5019"
"LH","US","5018"
"BM","UK","5016"
"BD","US","5012"
"AO","ZA","5011"
"CE","JA","5003"
"JO","FR","4999"
"CH","BO","4996"
"TS","SY","4994"
"UK","ID","4990"
"SP","GR","4981"
"UK","MX","4980"
"IS","TS","4980"
"PK","CA","4978"
"BA","UK","4975"
"SZ","IT","4974"
"FR","AE","4970"
"BA","AE","4966"
"GM","SA","4959"
"PE","CI","4954"
"","TO","4953"
"FJ","NZ","4949"
"GM","DA","4945"
"TU","TX","4943"
"US","BD","4939"
"LE","LY","4939"
"US","LH","4936"
"CH","MC","4936"
"CA","NZ","4929"
"RI","HR","4929"
"ML","AG","4927"
"RP","TW","4925"
"SP","VE","4925"
"","AY","4924"
"SO","TU","4921"
"AJ","UP","4905"
"NP","PK","4904"
"KZ","TU","4904"
"AE","FR","4897"
"GJ","US","4895"
"AF","IT","4890"
"TZ","SF","4887"
"MU","SA","4882"
"DA","GM","4879"
"UK","KS","4878"
"VM","BX","4876"
"KU","AE","4873"
"GR","SP","4867"
"BX","VM","4858"
"DA","NO","4855"
"AF","JA","4849"
"CO","EC","4849"
"EC","CO","4847"
"CA","EI","4844"
"CI","BR","4844"
"LY","LE","4844"
"MC","CH","4840"
"FR","QA","4839"
"KS","UK","4837"
"IZ","QA","4831"
"","MR","4825"
"TU","KZ","4816"
"MG","RS","4811"
"EN","LH","4811"
"SF","IN","4806"
"SA","RP","4805"
"NP","UK","4803"
"SY","TS","4796"
"NO","DA","4796"
"AE","KU","4790"
"TX","TU","4780"
"US","CD","4776"
"QA","RS","4771"
"NZ","JA","4770"
"RS","MG","4770"
"CU","VM","4769"
"","GL","4761"
"NZ","CA","4760"
"LH","EN","4760"
"AS","IR","4752"
"MO","IS","4740"
"WE","EG","4738"
"RP","SA","4737"
"VE","SP","4736"
"RS","QA","4725"
"SF","TZ","4720"
"NI","GM","4716"
"FR","RO","4714"
"KE","NI","4705"
"MT","LY","4705"
"US","UZ","4704"
"PK","QA","4701"
"SW","IS","4700"
"CH","AE","4696"
"FR","CD","4696"
"IN","SF","4692"
"EI","CA","4690"
"DA","CH","4688"
"TU","AS","4683"
"FR","IV","4682"
"VM","CU","4678"
"TW","RP","4673"
"QA","FR","4667"
"ID","SA","4666"
"GI","","4659"
"EG","PK","4658"
"IR","AS","4652"
"AJ","TX","4647"
"AS","NL","4640"
"EZ","UK","4638"
"NI","KE","4634"
"LT","SF","4630"
"IR","KS","4630"
"PL","BO","4626"
"IV","FR","4624"
"TZ","US","4623"
"NH","","4623"
"PL","CH","4623"
"TX","AJ","4620"
"SF","LT","4617"
"AE","CH","4608"
"MU","US","4608"
"GM","BU","4606"
"UK","NP","4602"
"GM","RO","4596"
"CH","DA","4592"
"PK","EG","4587"
"IR","LY","4586"
"LH","UP","4586"
"LY","IR","4582"
"AS","TT","4575"
"NU","HO","4573"
"LI","GV","4573"
"EG","WE","4567"
"KZ","SY","4567"
"EI","IT","4566"
"ID","IR","4560"
"SU","IR","4559"
"SA","GM","4557"
"SA","ID","4545"
"GV","LI","4533"
"SZ","TU","4532"
"UK","EZ","4525"
"CH","ET","4522"
"PO","CH","4521"
"JA","CB","4519"
"AR","UY","4519"
"VM","IN","4517"
"US","KG","4516"
"AS","TU","4509"
"UG","SO","4509"
"IN","VM","4502"
"IN","ID","4501"
"IR","SU","4495"
"LY","MT","4491"
"ET","CH","4488"
"HO","NU","4486"
"IT","TS","4482"
"ID","IN","4479"
"UK","SL","4477"
"IN","BT","4475"
"NL","AS","4465"
"CD","US","4464"
"SL","UK","4463"
"RP","FR","4462"
"SY","KZ","4460"
"IT","EI","4456"
"AG","EG","4454"
"IR","CU","4453"
"IS","MO","4448"
"CU","IR","4444"
"UZ","US","4437"
"SP","AR","4431"
"CE","NO","4427"
"FR","RP","4425"
"IR","ID","4423"
"BE","IR","4421"
"CI","CH","4418"
"EG","AG","4416"
"NP","BG","4414"
"EG","MO","4413"
"MO","EG","4406"
"VM","UK","4405"
"AR","CH","4403"
"RO","FR","4401"
"","BP","4397"
"ET","DJ","4396"
"GR","EG","4395"
"UG","ET","4393"
"TT","AS","4382"
"RI","AL","4381"
"QA","PK","4370"
"NI","SU","4368"
"GQ","US","4363"
"US","TZ","4357"
"ID","RS","4353"
"IT","LE","4353"
"UK","VM","4349"
"JA","NZ","4345"
"BO","PL","4345"
"FR","SW","4345"
"EG","CY","4330"
"CB","JA","4328"
"EN","US","4326"
"RO","TU","4317"
"MH","","4312"
"BT","IN","4309"
"TU","SZ","4305"
"IS","SW","4302"
"BG","CE","4300"
"YM","IZ","4300"
"DJ","ET","4296"
"EG","GR","4294"
"UY","AR","4290"
"RO","GM","4289"
"BR","CU","4286"
"AU","IT","4283"
"UG","BY","4282"
"TU","RO","4276"
"US","EN","4272"
"FR","PO","4267"
"NO","CE","4255"
"CE","BG","4254"
"CA","KS","4251"
"KG","US","4250"
"EZ","CH","4250"
"CY","EG","4250"
"AG","IR","4249"
"SF","UG","4248"
"CA","EG","4244"
"US","MU","4235"
"CH","PL","4234"
"PK","TI","4227"
"AU","TU","4227"
"KZ","TX","4224"
"VE","CH","4223"
"US","GQ","4222"
"RS","ID","4220"
"SA","MY","4218"
"IT","AU","4218"
"BX","SN","4217"
"CH","PO","4215"
"MY","RS","4213"
"CD","FR","4211"
"BU","GM","4209"
"TS","IT","4203"
"NO","CH","4201"
"MY","IR","4198"
"IT","MT","4197"
"SN","BX","4191"
"MT","IT","4183"
"MX","GT","4183"
"RS","MY","4179"
"SU","NI","4179"
"BG","NP","4172"
"GM","AM","4169"
"ET","UG","4168"
"CH","AR","4165"
"TX","KZ","4164"
"KS","FR","4156"
"EG","CA","4156"
"FR","KS","4156"
"SP","TU","4156"
"JA","PE","4156"
"AR","SP","4153"
"KS","CA","4143"
"LE","IT","4139"
"CH","VE","4137"
"EI","CH","4132"
"ST","","4125"
"CH","NO","4121"
"UP","LH","4120"
"IR","BE","4118"
"SO","UG","4118"
"AL","RI","4116"
"IT","NL","4113"
"PE","CH","4113"
"AM","SY","4103"
"CO","PE","4103"
"LY","IS","4098"
"IZ","YM","4090"
"MY","SA","4089"
"SW","FR","4088"
"IS","LY","4081"
"MU","QA","4076"
"AE","MU","4070"
"MX","FR","4068"
"CH","EZ","4066"
"TU","JA","4064"
"TI","PK","4063"
"NL","IT","4062"
"QA","MU","4058"
"AS","PK","4058"
"PO","FR","4057"
"US","RI","4056"
"UG","SF","4056"
"PE","CO","4055"
"CU","BR","4054"
"ES","HO","4052"
"AU","SY","4051"
"GM","KS","4048"
"IC","US","4046"
"UY","US","4042"
"BY","UG","4041"
"TU","AU","4038"
"MX","RS","4035"
"PE","JA","4029"
"DR","HA","4020"
"IS","UP","4016"
"RO","CH","4015"
"HO","ES","4011"
"PK","AS","4008"
"CA","SF","4008"
"SF","IR","4004"
"CG","RW","4004"
"BE","PL","4002"
"GT","ES","4000"
"RS","MX","3999"
"JA","TU","3999"
"TD","US","3998"
"IR","AG","3995"
"NL","CA","3994"
"CA","NL","3985"
"GH","CH","3982"
"GH","LI","3981"
"KS","GM","3975"
"RM","","3972"
"SY","AU","3971"
"US","TD","3969"
"SY","AM","3968"
"CH","CI","3967"
"GT","MX","3967"
"CA","HA","3967"
"CH","EI","3966"
"ES","GT","3964"
"GM","SF","3962"
"MU","AE","3953"
"GM","VM","3946"
"US","MD","3945"
"TH","RS","3944"
"MY","PK","3940"
"FR","MX","3938"
"SU","IS","3936"
"SF","GM","3935"
"PL","BE","3932"
"LA","US","3925"
"MD","US","3920"
"US","LA","3913"
"PK","MY","3907"
"UK","JM","3906"
"NU","CS","3904"
"RO","PL","3902"
"CH","GH","3895"
"PL","RO","3893"
"RI","US","3893"
"BE","CA","3890"
"AE","IZ","3887"
"","TN","3884"
"HA","DR","3882"
"CH","RO","3881"
"HO","GT","3878"
"US","UY","3873"
"IS","AJ","3871"
"MX","JA","3867"
"UP","RO","3864"
"ID","PK","3863"
"UP","IS","3862"
"IN","KS","3862"
"AJ","IS","3856"
"PE","BR","3856"
"LI","GH","3852"
"TU","SP","3850"
"FR","SU","3847"
"RW","CG","3846"
"CS","NU","3840"
"NP","BT","3839"
"GV","SL","3838"
"GT","HO","3837"
"BT","NP","3835"
"VE","AR","3834"
"IS","ET","3834"
"CB","FR","3833"
"IN","IZ","3827"
"GM","LE","3826"
"BE","EI","3826"
"AS","EG","3824"
"RS","TH","3824"
"FR","CB","3823"
"UK","GI","3822"
"KU","IS","3822"
"US","IC","3819"
"RO","UP","3818"
"SP","SY","3815"
"TX","CH","3814"
"JM","UK","3814"
"CA","BE","3813"
"AR","VE","3812"
"IR","MY","3809"
"NL","UP","3806"
"JA","MX","3806"
"MX","VE","3799"
"ZA","CH","3798"
"SN","TW","3796"
"KS","IN","3795"
"QA","LE","3786"
"SW","CH","3783"
"","GB","3776"
"FR","CO","3770"
"","YI","3762"
"LE","GM","3760"
"UZ","TX","3759"
"TX","UZ","3753"
"BR","PE","3748"
"CE","MV","3747"
"AU","CH","3746"
"MV","CE","3745"
"CH","PE","3744"
"IS","SU","3744"
"PK","ID","3737"
"GK","","3737"
"TH","KS","3732"
"UK","BU","3725"
"US","MK","3723"
"ID","CB","3721"
"SF","CA","3719"
"SY","SP","3717"
"PK","SY","3715"
"CO","FR","3715"
"IZ","AE","3712"
"IZ","IN","3707"
"ID","IS","3704"
"LY","NI","3701"
"HU","CH","3700"
"UK","MT","3696"
"HA","CA","3691"
"BE","LU","3691"
"TH","BG","3683"
"JO","QA","3680"
"EI","BE","3676"
"SL","GV","3675"
"BG","TH","3671"
"MY","KN","3669"
"QA","JO","3666"
"CB","ID","3654"
"FR","RW","3653"
"MO","TS","3650"
"LE","QA","3647"
"VM","GM","3645"
"SU","FR","3644"
"KS","TH","3637"
"AM","GM","3637"
"AR","CO","3633"
"MT","UK","3633"
"CA","TU","3631"
"VE","MX","3631"
"BH","US","3627"
"JA","BX","3627"
"EG","AS","3626"
"DA","RS","3626"
"CO","AR","3625"
"AE","IS","3623"
"BX","JA","3623"
"GI","UK","3620"
"TU","CA","3619"
"ET","IS","3617"
"KU","MU","3615"
"AS","CB","3613"
"FR","DA","3607"
"IT","NI","3607"
"UP","NL","3604"
"TZ","CH","3601"
"TS","UK","3601"
"MX","CI","3600"
"IN","BM","3598"
"CH","SW","3597"
"IN","SZ","3596"
"MU","KU","3588"
"EI","SP","3584"
"TW","SN","3584"
"AU","EZ","3582"
"CI","MX","3576"
"SP","EI","3575"
"NI","SL","3573"
"IT","RO","3572"
"KN","MY","3571"
"ZI","MZ","3571"
"SY","PK","3562"
"SZ","IN","3561"
"US","LG","3560"
"JA","BM","3560"
"NI","LY","3559"
"GM","LY","3558"
"UK","TS","3557"
"SU","SO","3555"
"IR","SF","3552"
"UK","AJ","3547"
"TS","MO","3543"
"BE","AF","3538"
"CB","AS","3528"
"FR","YM","3527"
"HU","HR","3524"
"AR","CU","3524"
"BU","UK","3522"
"RS","LO","3520"
"EZ","AU","3519"
"RW","FR","3519"
"DA","FR","3518"
"CH","TX","3515"
"GA","SG","3511"
"ID","BG","3500"
"SP","IR","3495"
"IR","GR","3493"
"PM","CU","3489"
"MX","AR","3489"
"NO","GM","3489"
"CH","ZA","3489"
"BR","IR","3488"
"BG","ID","3487"
"KS","TW","3487"
"BM","JA","3484"
"QA","LY","3484"
"AS","SE","3482"
"CU","AR","3480"
"US","BH","3479"
"SG","GA","3477"
"AR","MX","3476"
"CU","FR","3475"
"CU","AO","3474"
"SO","SU","3474"
"UK","ET","3472"
"SA","BG","3468"
"IS","AE","3465"
"MK","US","3461"
"UP","SY","3459"
"TW","KS","3458"
"GM","NO","3457"
"BR","SF","3457"
"LU","BE","3453"
"SP","CO","3449"
"KS","SN","3448"
"NZ","FR","3448"
"LG","US","3444"
"FR","CU","3443"
"FI","CH","3443"
"AS","MX","3442"
"PK","YM","3442"
"NL","MY","3431"
"CH","AU","3426"
"MZ","ZI","3426"
"KU","TU","3425"
"LO","RS","3424"
"SA","JA","3424"
"TU","AL","3419"
"MY","UP","3414"
"MX","AS","3413"
"WZ","SF","3410"
"SP","CI","3407"
"RS","DA","3400"
"AS","NR","3399"
"GR","IR","3398"
"HR","HU","3392"
"ET","OD","3391"
"SF","BR","3390"
"KS","MY","3389"
"JA","BG","3389"
"RO","IT","3385"
"KS","AF","3385"
"CH","TZ","3385"
"LY","QA","3385"
"BM","IN","3383"
"","GI","3379"
"BA","IZ","3376"
"IS","KU","3374"
"CU","PM","3374"
"JA","SA","3373"
"IR","SP","3372"
"SF","WZ","3368"
"ZA","US","3368"
"TU","KU","3367"
"AO","ZI","3358"
"RS","SU","3358"
"SF","CU","3356"
"US","ZA","3351"
"IT","VT","3349"
"FR","MY","3349"
"IT","BU","3347"
"BG","JA","3341"
"CO","SP","3341"
"IR","BR","3334"
"YM","IS","3334"
"SL","NI","3332"
"LY","CD","3330"
"MY","KS","3330"
"","VQ","3328"
"GM","BO","3326"
"HU","UK","3324"
"AU","IS","3324"
"AS","AE","3323"
"SN","KS","3321"
"US","GY","3320"
"CH","HU","3319"
"DJ","EG","3315"
"SP","IZ","3313"
"BG","SA","3312"
"BR","PA","3310"
"AJ","UK","3308"
"EI","IS","3307"
"IT","RP","3306"
"MY","FR","3305"
"FR","NZ","3296"
"CO","PM","3295"
"MY","NL","3294"
"SE","AS","3294"
"RP","SP","3294"
"SY","UP","3293"
"AO","CU","3293"
"BR","CA","3293"
"UG","OD","3291"
"CW","","3290"
"HU","UP","3290"
"EK","","3286"
"AE","AS","3285"
"","AC","3284"
"AF","IS","3283"
"UP","HU","3280"
"AF","KS","3275"
"KZ","AM","3274"
"","NH","3274"
"UP","MY","3273"
"SZ","CA","3272"
"NI","IT","3266"
"IZ","BA","3261"
"NL","ID","3259"
"CA","SZ","3258"
"BE","BU","3258"
"SF","LY","3255"
"SF","GH","3254"
"EG","DJ","3254"
"FR","BU","3247"
"GM","AJ","3245"
"CH","LY","3237"
"RP","IT","3236"
"CD","CM","3233"
"CU","CI","3233"
"ZI","AO","3232"
"PM","CO","3232"
"MO","LY","3231"
"SI","HR","3229"
"UK","HU","3228"
"LH","BO","3227"
"KU","LE","3225"
"US","PA","3225"
"CE","NP","3224"
"NP","CE","3224"
"CD","LY","3224"
"ML","UV","3221"
"OD","ET","3220"
"EZ","FR","3219"
"RS","YM","3219"
"PA","US","3218"
"UK","CI","3216"
"YM","PK","3215"
"SU","IZ","3214"
"VT","IT","3213"
"MG","US","3212"
"AF","BE","3211"
"CA","VM","3211"
"EC","PE","3210"
"AL","TU","3210"
"CI","CU","3210"
"AM","KZ","3209"
"BU","IT","3204"
"EG","SP","3204"
"CU","SF","3203"
"NR","AS","3197"
"MY","CB","3196"
"JA","JO","3196"
"DO","","3195"
"EZ","IS","3194"
"BC","ZI","3193"
"TH","PK","3192"
"NL","SP","3189"
"PE","EC","3184"
"BR","SP","3184"
"UP","KZ","3183"
"BO","GM","3182"
"SP","EG","3182"
"AE","SY","3179"
"ET","UK","3178"
"WA","ZI","3177"
"BE","IZ","3175"
"BR","UY","3174"
"RS","AE","3173"
"EG","SO","3172"
"SP","BR","3169"
"BL","VE","3168"
"CB","MY","3167"
"FR","EZ","3166"
"AE","JO","3165"
"VE","BL","3164"
"US","BK","3164"
"YM","FR","3164"
"KZ","UP","3156"
"IS","AU","3154"
"ID","NL","3153"
"AE","RS","3150"
"BA","MU","3148"
"FR","HA","3143"
"VT","US","3138"
"","MH","3136"
"CA","BR","3132"
"LY","MO","3132"
"AR","PA","3127"
"BU","FR","3125"
"MU","BA","3124"
"PA","BR","3123"
"CH","FI","3119"
"FR","NG","3118"
"GY","US","3118"
"ZI","BC","3111"
"VM","CA","3110"
"GH","SF","3109"
"CI","UK","3108"
"NG","FR","3107"
"BR","JA","3107"
"SP","NL","3105"
"MO","SA","3105"
"SP","RP","3102"
"TU","MK","3102"
"JO","AE","3094"
"HU","RI","3093"
"JA","BR","3091"
"IN","TU","3087"
"ZI","WA","3084"
"SG","US","3081"
"RP","GM","3080"
"HA","FR","3078"
"SF","BY","3075"
"SU","RS","3073"
"GM","JO","3067"
"CD","NG","3065"
"FR","BO","3064"
"NL","IS","3062"
"US","VT","3060"
"SZ","PK","3060"
"OD","UG","3056"
"LY","SF","3053"
"IZ","SU","3052"
"PL","BU","3049"
"UV","ML","3049"
"LE","KU","3049"
"HR","SI","3048"
"PK","TH","3046"
"BK","US","3043"
"KE","BY","3042"
"GM","RP","3041"
"IS","EI","3037"
"CH","QA","3037"
"FR","KE","3032"
"TU","IN","3030"
"MZ","AO","3028"
"FR","HU","3026"
"RE","","3021"
"CM","CD","3018"
"US","SG","3016"
"PK","SZ","3014"
"IS","AF","3013"
"UY","BR","3012"
"LY","CH","3011"
"TU","KG","3009"
"PA","AR","3006"
"KU","YM","3004"
"RS","AG","3002"
"LY","GM","3001"
"PU","","2999"
"IS","YM","2999"
"CI","SP","2999"
"FJ","CH","2998"
"CH","AO","2994"
"ML","NG","2993"
"AO","MZ","2993"
"US","GV","2992"
"IZ","SP","2992"
"UK","AG","2990"
"UK","KN","2987"
"EI","RS","2982"
"BR","IT","2982"
"IZ","BE","2982"
"JA","SY","2979"
"IS","ID","2977"
"AU","SZ","2972"
"SF","RW","2971"
"QA","CH","2968"
"CA","SA","2966"
"BR","GM","2960"
"KG","TU","2959"
"BG","BT","2958"
"GV","US","2957"
"YM","RS","2956"
"UP","IR","2956"
"BO","LH","2956"
"HU","FR","2952"
"MX","GM","2950"
"AS","SP","2946"
"BT","BG","2944"
"FR","CM","2938"
"AS","GR","2938"
"UK","AM","2937"
"RW","SF","2934"
"CA","SP","2933"
"SP","AS","2931"
"UK","CU","2929"
"BE","RO","2924"
"UP","AM","2923"
"RS","KU","2922"
"IT","UP","2919"
"FR","ID","2917"
"BY","KE","2917"
"NO","FI","2915"
"TU","MY","2914"
"BL","AR","2914"
"BR","IN","2911"
"FR","CT","2911"
"CA","NO","2909"
"JO","JA","2909"
"GM","BR","2907"
"SY","AE","2907"
"FI","NO","2907"
"CA","CE","2906"
"IT","AR","2905"
"BU","PL","2904"
"SA","MO","2903"
"SE","US","2901"
"GM","MX","2900"
"UK","EC","2896"
"NG","ML","2895"
"US","FM","2895"
"AR","IT","2890"
"NG","CD","2890"
"BU","BE","2887"
"AG","UK","2887"
"AO","CH","2884"
"KE","FR","2877"
"US","MG","2875"
"SY","JA","2872"
"MY","TU","2872"
"US","ML","2871"
"SZ","AU","2869"
"BY","SF","2868"
"IS","EZ","2868"
"EZ","UP","2868"
"HU","BU","2867"
"IT","BR","2865"
